team_id,1_player,2_player,3_player,4_player,5_player,prpg!,dprpg,bpm,obpm,dbpm
2023 Iowa St.,Tamin Lipsey,Gabe Kalscheur,Jaren Holmes,Tre King,Robert Jones,9.3,17.8,14.2,0.8,11
2023 Kansas,Dajuan Harris Jr.,Kevin McCullar Jr.,Gradey Dick,KJ Adams Jr.,Jalen Wilson,17.4,21.4,29.8,15.6,14.3
2023 Kansas St.,Markquis Nowell,Desi Sills,Cam Carter,Keyontae Johnson,Nae'Qwan Tomlin,12.4,19.2,20.4,8.8,13.8
2023 Kennesaw St.,Terrell Burden,Spencer Rodgers,Chris Youngblood,Brandon Stroud,Demond Robinson,9.5,13.6,10.7,6,3.1
2023 Kent St.,Sincere Carry,Jalen Sullinger,Malique Jacobs,Miryne Thomas,Chris Payton,10.2,16.2,17,8,9.1
2023 Kentucky,Cason Wallace,Antonio Reeves,Chris Livingston,Jacob Toppin,Oscar Tshiebwe,16.8,16.4,25.1,17.9,8.9
2023 Louisiana,Themus Fulks,Kentrell Garnett,Greg Williams Jr.,Terence Lewis II,Jordan Brown,13.6,12.6,12.9,12.1,6.9
2023 Marquette,Tyler Kolek,Stevie Mitchell,Kam Jones,Olivier-Maxence Prosper,Oso Ighodaro,17.4,16.5,28.9,19,12.4
2023 Maryland,Jahmir Young,Donald Carey,Hakim Hart,Donta Scott,Julian Reese,15,18.4,24,14.2,10.7
2023 Memphis,Kendric Davis,Jayden Hardaway,Elijah McCadden,Chandler Lawson,DeAndre Williams,13.9,14.5,21.7,14.6,5.6
2023 Miami FL,Nijel Pack,Isaiah Wong,Wooga Poplar,Jordan Miller,Norchad Omier,18.7,14.7,24.1,19.8,9.4
2023 Michigan St.,A.J. Hoggard,Tyson Walker,Jaden Akins,Joey Hauser,Mady Sissoko,14.5,17.2,23.7,13.4,14.7
2023 Mississippi St.,Dashawn Davis,Shakeel Moore,D.J. Jeffries,Cameron Matthews,Tolu Smith,9,19.6,21.4,5.4,11.3
2023 Missouri,Nick Honor,D'Moi Hodge,DeAndre Gholston,Noah Carter,Kobe Brown,16.7,12,21.8,21.2,5.1
2023 Montana St.,Darius Brown II,RaeQuan Battle,Caleb Fuller,Tyler Patterson,Jubrile Belo,8.5,13.8,9.9,4.6,4.3
2023 NC St.,Terquavion Smith,Jarkel Joiner,Casey Morsell,Jack Clark,DJ Burns,17.7,16.6,23.8,17.5,7.1
2023 Nevada,Kenan Blackshear,Jarod Lucas,Tre Coleman,Darrion Williams,Will Baker,13.4,17.3,18.1,10.7,5.9
2023 Northern Kentucky,Xavier Rhodes,Marques Warrick,Sam Vinson,Trey Robinson,Chris Brandon,9.1,14.4,7.4,2.1,4
2023 Northwestern,Boo Buie,Ty Berry,Chase Audige,Brooks Barnhizer,Tydus Verhoeven,10.2,18,16.7,3.6,12.5
2023 Oral Roberts,Issac McBride,Max Abmas,Carlos Jurgens,Kareem Thompson,Connor Vanover,14.5,14.6,17.1,13.5,3.8
2023 Penn St.,Jalen Pickett,Camren Wynter,Andrew Funk,Seth Lundy,Kebba Njie,16.8,14.3,19.9,16,9.3
2023 Pittsburgh,Nelly Cummings,Greg Elliott,Jamarius Burton,Blake Hinson,Guillermo Diaz Graham,14.3,13.5,16.8,12.4,8
2023 Princeton,Matt Allocco,Ryan Langborg,Caden Pierce,Tosan Evbuomwan,Zach Martini,10,13.5,9.6,6.3,5.8
2023 Providence,Jared Bynum,Devin Carter,Noah Locke,Bryce Hopkins,Ed Croswell,16.3,15.1,19,15.9,5.4
2023 Purdue,Braden Smith,Fletcher Loyer,Brandon Newman,Mason Gillis,Zach Edey,17.4,16.6,31.7,20.5,12.8
2023 Saint Mary's,Logan Johnson,Aidan Mahaney,Alex Ducas,Kyle Bowen,Mitchell Saxen,16.3,22.3,27.9,13,11.4
2023 San Diego St.,Darrion Trammell,Lamont Butler,Matt Bradley,Keshad Johnson,Nathan Mensah,9.7,16.3,21.8,6.7,14.5
2023 Southeast Missouri St.,Phillip Russell,Israel Barnes,Chris Harris,Dylan Branson,Nate Johnson,7.3,9.5,-6,-1.3,-6.8
2023 TCU,Damion Baugh,Mike Miles Jr.,Chuck O'Bannon Jr.,Emanuel Miller,JaKobe Coles,13.9,17.1,27.7,16.6,11.9
2023 Tennessee,Santiago Vescovi,Jahmai Mashack,Josiah-Jordan James,Olivier Nkamhoua,Jonas Aidoo,10.3,19,31.2,9.1,21.4
2023 Texas,Marcus Carr,Tyrese Hunter,Sir'Jabari Rice,Brock Cunningham,Christian Bishop,13,16.2,27.6,14.4,13.4
2023 Texas A&M,Wade Taylor IV,Tyrece Radford,Dexter Dennis,Henry Coleman III,Julius Marble II,14.6,16.1,25.7,16.2,9.8
2023 Texas A&M Corpus Chris,Jalen Jackson,Ross Williams,Trevian Tennyson,Simeon Fryer,Isaac Mushila,7.1,9.5,-3,2.4,-8.1
2023 Texas Southern,PJ Henry,Kolby Granger,Davon Barnes,John Walker III,Joirdon Karl Nicholas,6.1,10.7,-5.7,-0.9,-2.2
2023 UC Santa Barbara,Ajay Mitchell,Calvin Wishart,Josh Pierre-Louis,Miles Norris,Andre Kelly,13.4,13.7,10,8.4,6.1
2023 UCLA,Tyger Campbell,Amari Bailey,David Singleton,Jaime Jaquez Jr.,Kenneth Nwuba,13.8,18.9,26.7,11.1,18.3
2023 UNC Asheville,Caleb Burgess,Fletcher Abee,Tajion Jones,Nick McMullen,Drew Pember,9.3,13.8,0.7,0.5,-2.1
2023 USC,Boogie Ellis,Kobe Johnson,Tre White,Drew Peterson,Joshua Morgan,14.5,17.5,23,12.9,12.5
2023 Utah St.,Steven Ashworth,Max Shulga,Sean Bairstow,Taylor Funk,Dan Akin,18.3,16.6,26,19,10.1
2023 VCU,Adrian Baldwin Jr.,Jayden Nunn,Nick Kern Jr.,Brandon Johns Jr.,Jalen DeLoach,9.7,17.6,15.9,3,12
2023 Vermont,Dylan Penn,Kam Gibson,Finn Sullivan,Robin Duncan,Matt Veretto,11.3,12.3,14.5,11.2,3.3
2023 Virginia,Kihei Clark,Reece Beekman,Armaan Franklin,Jayden Gardner,Kadin Shedrick,13.6,17.4,24.7,11.4,14.5
2023 West Virginia,Kedrian Johnson,Erik Stevenson,Emmitt Matthews Jr.,Tre Mitchell,Jimmy Bell Jr.,14.1,15.1,21.7,14.3,8.5
2023 Xavier,Souley Boum,Adam Kunkel,Colby Jones,Jerome Hunter,Jack Nunge,18.6,15.9,26.2,20.2,7.9
2024 Akron,Greg Tribble,Nate Johnson,Ali Ali,Enrique Freeman,Sammy Hunter,12.2,14.6,9.7,6.2,6.5
2024 Alabama,Mark Sears,Aaron Estrada,Rylan Griffen,Nick Pringle,Grant Nelson,19.1,13.8,28.5,23.7,6.6
2024 Arizona,Kylan Boswell,Caleb Love,Pelle Larsson,Keshad Johnson,Oumar Ballo,17.2,18.5,34.2,21.5,14
2024 Auburn,Aden Holloway,Denver Jones,Chad Baker-Mazara,Jaylin Williams,Johni Broome,14.8,15.2,37.7,24.9,16.7
2024 Baylor,RayJ Dennis,Jayden Nunn,Ja'Kobe Walter,Jalen Bridges,Yves Missi,19.2,16.1,28.3,21.4,12.2
2024 Boise St.,Roddie Anderson III,Max Rice,Chibuzo Agbo,Tyson Degenhart,O'Mar Stanley,15.3,17,20.7,12.4,13.4
2024 BYU,Dallin Hall,Spencer Johnson,Richie Saunders,Jaxson Robinson,Fousseyni Traore,14.7,14.3,28.2,19.8,10.9
2024 Charleston,Kobe Rodgers,Reyne Smith,Ben Burnham,Frankie Policelli,Ante Brzovic,12.2,10.1,16.5,16.4,4.5
2024 Clemson,Chase Hunter,Joseph Girard III,Jack Clark,Ian Schieffelin,PJ Hall,17.2,16,29.6,20.1,12.6
2024 Colgate,Braeden Smith,Jalen Cox,Brady Cummins,Ryan Moffatt,Keegan Records,7.8,13.3,3.8,-0.8,5.9
2024 Colorado,KJ Simpson,J'Vonne Hadley,Luke O'Brien,Tristan da Silva,Eddie Lampkin Jr.,18.2,17.1,25.8,17,11.5
2024 Colorado St.,Isaiah Stevens,Josiah Strong,Nique Clifford,Patrick Cartier,Joel Scott,15.5,16.1,23.9,14.9,10.7
2024 Connecticut,Tristen Newton,Cam Spencer,Stephon Castle,Alex Karaban,Donovan Clingan,23,19.5,47.1,31.2,19.5
2024 Creighton,Steven Ashworth,Trey Alexander,Baylor Scheierman,Mason Miller,Ryan Kalkbrenner,21.1,19.2,31.1,20.7,12.2
2024 Dayton,Kobe Elvis,Enoch Cheeks,Koby Brea,Nate Santos,DaRon Holmes II,17,16.5,22,16.7,7.5
2024 Drake,Conor Enright,Atin Wright,Kevin Overton,Tucker DeVries,Darnell Brodie,14.5,15.8,19.7,13.3,11
2024 Duke,Jeremy Roach,Jared McCain,Tyrese Proctor,Mark Mitchell,Kyle Filipowski,19.7,18.3,33.5,22.7,13.4
2024 Duquesne,Jimmy Clark III,Dae Dae Grant,Jake DiMichele,Fousseyni Drame,David Dixon,10.1,15.1,15.6,5.2,10.6
2024 Florida,Zyon Pullin,Walter Clayton Jr.,Will Richard,Tyrese Samuel,Micah Handlogten,17.3,14.4,27.4,21.2,9
2024 Florida Atlantic,Jalen Gaffney,Brandon Weatherspoon,Alijah Martin,Johnell Davis,Vladislav Goldin,15.7,13.8,24.9,19.8,9.1
2024 Gonzaga,Ryan Nembhard,Nolan Hickman,Anton Watson,Ben Gregg,Graham Ike,18.6,17.4,31.3,22.3,11.1
2024 Grambling St.,Tra'Michael Moton,Kintavious Dozier,Jourdan Smith,Antwan Burnett,Jonathan Aku,5.3,10,-5.6,-4.9,-0.5
2024 Grand Canyon,Ray Harrison,Collin Moore,Tyon Grant-Foster,Gabe McGlothan,Duke Brennan,13,16.9,17.2,8.7,9.9
2024 Houston,Jamal Shead,L.J. Cryer,Emanuel Sharp,J'Wan Roberts,Ja'Vier Francis,17.8,21.9,44.7,21.9,22.6
2024 Howard,Isiah Warfield,Jordan Hairston,Marcus Dockery,Bryce Harris,Seth Towns,10.2,7.9,-3.4,4.3,-1.9
2024 Illinois,Marcus Domask,Ty Rodgers,Terrence Shannon Jr.,Quincy Guerrier,Coleman Hawkins,20.1,16.1,31.3,24.3,10.1
2024 Iowa St.,Keshon Gilbert,Tamin Lipsey,Milan Momcilovic,Tre King,Robert Jones,13,20.9,30.2,10.9,17.5
2024 James Madison,Xavier Brown,Noah Freidel,Terrence Edwards Jr.,Julien Wooden,T.J. Bickerstaff,12.5,13.9,18.3,12.1,7.7
2024 Kansas,Dajuan Harris Jr.,Nicolas Timberlake,KJ Adams Jr.,Johnny Furphy,Hunter Dickinson,13.2,17.8,22.5,10.5,12.9
2024 Kentucky,Reed Sheppard,Rob Dillingham,Antonio Reeves,Tre Mitchell,Zvonimir Ivisic,17.6,12.7,30.8,24.4,7.5
2024 Long Beach St.,Marcus Tsohonis,Jadon Jones,AJ George,Aboubacar Traore,Lassina Traore,12,12.6,9.6,8.8,0.9
2024 Longwood,Walyn Napper,DA Houston,Jesper Granlund,Michael Christmas,Elijah Tucker,6.5,11.5,-2.3,-2.6,2.9
2024 Marquette,Tyler Kolek,Stevie Mitchell,Kam Jones,David Joplin,Oso Ighodaro,18.8,18.4,33.6,21.1,12.5
2024 McNeese,Shahada Wells,Javohn Garcia,DJ Richards Jr.,Christian Shumate,CJ Felder,13.9,14.7,17.6,11.9,7.3
2024 Michigan St.,A.J. Hoggard,Tyson Walker,Jaden Akins,Malik Hall,Carson Cooper,13.2,17.8,25.8,12.5,15.2
2024 Mississippi St.,Dashawn Davis,Josh Hubbard,D.J. Jeffries,Cameron Matthews,Tolu Smith,12,17.4,24.3,11.9,9.2
2024 Montana St.,Eddie Turner III,Robert Ford III,Tyler Patterson,Sam Lecholat,John Olmsted,6.2,10.4,-1.8,-2.2,-0.2
2024 Morehead St.,Drew Thelwell,Kalil Thomas,Jordan Lathon,Eddie Ricks III,Riley Minix,13.1,15.2,12.1,9.7,-0.1
2024 NC St.,Michael O'Connell,DJ Horne,Casey Morsell,Mohamed Diarra,DJ Burns,13.5,14.9,20.7,13.6,8
2024 Nebraska,Keisei Tominaga,Brice Williams,Juwan Gary,Josiah Allick,Rienk Mast,15.5,16.6,27.9,18.5,9.4
2024 Nevada,Kenan Blackshear,Jarod Lucas,Daniel Foster,Tre Coleman,Nick Davidson,14.2,16.6,24.4,15.1,8.8
2024 New Mexico,Donovan Dent,Jaelen House,Jamal Mashburn Jr.,JT Toppin,Nelly Junior Joseph,14.8,17.8,24.8,14.2,13.6
2024 North Carolina,Elliot Cadeau,RJ Davis,Cormac Ryan,Harrison Ingram,Armando Bacot,17.2,19.7,29.8,17,13.8
2024 Northwestern,Boo Buie,Ryan Langborg,Nick Martinelli,Brooks Barnhizer,Luke Hunger,15.1,14.9,14.7,11.1,4.4
2024 Oakland,DQ Cole,Blake Lampman,Jack Gohlke,Trey Townsend,Chris Conway,11.8,12.8,9.8,9.4,2.1
2024 Oregon,Jackson Shelstad,Jadrian Tracey,Jermaine Couisnard,Kwame Evans Jr,N'Faly Dante,14.6,16.1,24,14.7,8.2
2024 Purdue,Braden Smith,Lance Jones,Fletcher Loyer,Trey Kaufman-Renn,Zach Edey,19.3,17.4,35.6,23.7,12.8
2024 Saint Mary's,Augustas Marciulionis,Aidan Mahaney,Alex Ducas,Mason Forbes,Mitchell Saxen,14.6,18.3,26,13.6,10.1
2024 Saint Peter's,Latrell Reid,Marcus Randolph,Corey Washington,Mouhamed Sow,Michael Houge,6.2,12.5,-0.4,-2,-2.4
2024 Samford,Dallas Graziani,Rylan Jones,Jaden Campbell,Jermaine Marshall,Achor Achor,11.3,10.9,22.1,15.1,7.6
2024 San Diego St.,Darrion Trammell,Lamont Butler,Micah Parrish,Jay Pal,Jaedon LeDee,12.3,16.7,22.1,8.9,9.8
2024 South Carolina,Meechie Johnson,Ta'Lon Cooper,Zachary Davis,Collin Murray-Boyles,B.J. Mack,14.6,14.8,26.2,17.6,10.7
2024 South Dakota St.,Zeke Mayo,Matt Mims,Charlie Easley,Luke Appel,William Kyle III,11.1,13,4.8,4.5,0.4
2024 Stetson,Stephan Swanson,Jalen Blackmon,Tristan Gross,Alec Oglesby,Aubin Gateretse,11.9,8,-3.7,5.6,-6.5
2024 TCU,Jameer Nelson Jr.,Emanuel Miller,Chuck O'Bannon Jr.,Micah Peavy,Ernest Udah Jr.,12.1,14,23,12.7,10.1
2024 Tennessee,Zakai Zeigler,Santiago Vescovi,Dalton Knecht,Josiah-Jordan James,Jonas Aidoo,14.8,20.2,33.1,15.7,14.6
2024 Texas,Tyrese Hunter,Max Abmas,Chendall Weaver,Brock Cunningham,Dylan Disu,14.9,14.8,25.2,15.4,8.4
2024 Texas A&M,Wade Taylor IV,Tyrece Radford,Manny Obaseki,Solomon Washington,Andersson Garcia,15.4,14.5,22.8,14.9,7.9
2024 Texas Tech,Joe Toussaint,Pop Isaacs,Kerwin Walton,Darrion Williams,Robert Jennings,14.4,14.6,16.4,11.1,6.9
2024 UAB,Eric Gaines,Efrem Johnson,Alejandro Vasquez,Christian Coleman,Yaxel Lendeborg,12.6,11.7,10.5,11.2,0.2
2024 Utah St.,Darius Brown II,Ian Martinez,Mason Falslev,Great Osobor,Isaac Johnson,14.9,15.4,21.5,14.4,9.6
2024 Vermont,Aaron Deloney,TJ Long,Shamir Bogues,Ileri Ayo-Faleye,Nick Fiorillo,9.1,14,11.9,3.5,4.7
2024 Virginia,Reece Beekman,Isaac McKneely,Taine Murray,Ryan Dunn,Jordan Minor,10.2,16.2,20.2,4.9,11.3
2024 Wagner,Javier Ezquerra,Julian Brown,Melvin Council Jr.,Tahron Allen,Keyontae Lewis,3.6,11.6,-11.5,-8.9,-2.6
2024 Washington St.,Myles Rice,Jaylen Wells,Andrej Jakimovski,Isaac Jones,Oscar Cluff,14.7,17.1,20.9,12.6,11
2024 Western Kentucky,Don McHenry,Khristian Lander,Brandon Newman,Tyrone Marshall Jr.,Babacar Faye,6.8,12.6,7.5,1.7,3.4
2024 Wisconsin,Chucky Hepburn,Max Klesmit,AJ Storr,Tyler Wahl,Steven Crowl,17.4,16,25.9,17.9,8.5
2024 Yale,Bez Mbeng,August Mahoney,John Poulakidas,Matt Knowling,Danny Wolf,13.2,15.3,16.8,11.2,7.3
